tconst,region,primaryTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt0145487,6.241657696447796,Spider-Man,2002,121,5.759348419550825,7.4,6.958333333333333,7.4,881008,7.187499999999998,6.4,7.366666666666667
tt0146309,6.241657696447796,Thirteen Days,2000,145,6.241539937893876,7.8,7.177777777777778,7.3,62748,6.078571428571428,6.400000000000001,4.1000000000000005
tt0146316,6.241657696447796,Lara Croft: Tomb Raider,2001,100,5.891002623015889,2.9,5.466666666666666,5.8,219101,6.087962962962962,6.4,4.138888888888888
tt0146882,5.9267333049765805,High Fidelity,2000,113,6.2655963681898195,7.3999999999999995,6.923333333333334,7.4,189912,7.2430555555555545,6.4,7.441666666666666
tt0149367,6.087284583139267,Where the Money Is,2000,89,6.190750452765813,4.9,5.983333333333334,6.3,6410,5.945833333333334,2.1333333333333333,5.1937500000000005
tt0149624,5.9267333049765805,All the Pretty Horses,2000,116,6.112478415539481,7.3,5.491666666666666,5.8,15664,6.4750000000000005,4.800000000000001,7.3
tt0150021,5.9267333049765805,Camouflage,2001,98,5.9381214885255105,6.85,5.8,4.5,2109,4.85,6.4,3.7750000000000004
tt0151150,5.9267333049765805,Josh,2000,162,6.156829919606281,6.75,7.016666666666667,6.1,11030,6.738095238095238,6.400000000000001,6.8999999999999995
tt0156323,5.9267333049765805,Screwed,2000,81,6.092490727692427,7.0,7.0,5.6,9546,3.7124999999999995,6.4,6.725
tt0156757,5.9267333049765805,Mad About Mambo,2000,92,6.219116184811813,5.9,5.9,5.9,2127,4.576851851851852,6.4,0.0
tt0156807,6.410678531701892,Mr. Accident,2000,89,6.014099354328624,4.4,2.9333333333333336,4.4,1197,4.76875,4.266666666666667,3.3000000000000003
tt0156812,5.9267333049765805,My Dog Skip,2000,95,6.155165673789658,6.625,7.0,7.0,21362,6.602083333333333,6.4,7.260416666666667
tt0157191,5.9267333049765805,One Last Dance,2003,101,6.321624600053407,5.3,4.95,5.3,1649,4.241666666666666,4.800000000000001,3.6583333333333337
tt0157472,6.410678531701892,Clockstoppers,2002,94,5.954440542912142,6.4,5.75,5.2,15124,3.630555555555555,4.800000000000001,6.3375
tt0157583,5.9267333049765805,Enigma,2001,119,6.158937791232895,6.9,5.85,6.4,21925,6.221875,6.4,3.5999999999999996
tt0158033,5.9267333049765805,Nora,2000,106,6.572365257295033,5.9,5.900000000000001,5.9,1849,4.6466666666666665,5.12,5.752777777777777
tt0158622,5.9267333049765805,The Flintstones in Viva Rock Vegas,2000,90,6.111402138550205,4.8,6.683333333333333,3.7,25474,3.976190476190476,3.2,7.6
tt0159365,5.9267333049765805,Cold Mountain,2003,154,6.210109283930739,7.2,7.2,7.2,156222,6.522222222222223,6.4,7.416666666666666
tt0160009,5.9267333049765805,The Art of War,2000,117,6.00670145848801,6.5,5.7,5.7,30921,3.816666666666667,6.400000000000001,5.475
tt0160127,6.241657696447796,Charlie's Angels,2000,98,5.954440542912142,5.699999999999999,5.87,5.6,196445,4.552777777777777,6.4,6.191666666666666
tt0160184,6.410678531701892,Eye See You,2002,96,5.938054959401013,5.4,5.699999999999999,5.3,29538,6.714814814814814,6.4,5.324999999999999
tt0160289,5.773076923076922,Four Dogs Playing Poker,2000,97,6.130572059186896,2.75,5.5,5.5,1452,5.438095238095238,6.400000000000001,5.825
tt0160399,6.410678531701892,Impostor,2001,95,5.883219020249712,6.6,6.0200000000000005,6.1,24569,4.301190476190476,2.1333333333333333,3.1104166666666666
tt0160403,5.9267333049765805,The Independent,2000,81,6.014099354328624,5.9,5.9,5.9,1371,3.6690476190476184,6.4,5.9
tt0160484,5.9267333049765805,Lost Souls,2000,97,5.73402106995792,0.0,5.9,4.8,11378,3.260416666666667,3.2,2.9333333333333336
tt0160495,5.9267333049765805,Luckytown,2000,101,6.130572059186896,4.7,4.7,4.7,1053,3.080952380952381,6.400000000000001,4.7
tt0160644,6.087284583139267,Passion of Mind,2000,105,6.158937791232895,5.5,5.5,5.5,3590,3.3233333333333333,6.3999999999999995,4.569444444444444
tt0160749,6.186301369863009,Red Dirt,2000,110,6.321624600053407,6.1,6.1,6.1,1022,4.550000000000001,4.571428571428571,6.1
tt0161081,5.9267333049765805,What Lies Beneath,2000,130,5.776799855239946,7.3,6.9,6.6,135848,3.30625,6.3999999999999995,7.3500000000000005
tt0161860,5.9267333049765805,Nowhere in Africa,2001,141,6.59228420253777,7.4,7.45,7.5,13980,7.1,5.333333333333333,7.4
tt0162222,6.241657696447796,Cast Away,2000,143,6.210109283930739,7.3,4.5,7.8,639442,5.977777777777778,6.4,7.4625
tt0162346,6.410678531701892,Ghost World,2001,111,6.200684628620605,7.199999999999999,6.833333333333332,7.3,126912,5.847222222222221,6.4,7.258333333333334
tt0162650,5.9267333049765805,Shaft,2000,99,5.912751180508141,6.3999999999999995,6.733333333333333,6.0,80851,6.991666666666667,6.4,7.1
tt0162983,5.9267333049765805,Hanging Up,2000,94,6.200684628620605,6.5,5.775,4.8,13181,4.833333333333333,3.6571428571428575,6.4
tt0163025,6.241657696447796,Jurassic Park III,2001,92,5.759348419550825,6.9,6.86388888888889,5.9,341343,4.629166666666666,6.4,5.35
tt0163676,5.9267333049765805,The in Crowd,2000,105,5.975353964750085,4.6,3.266666666666667,4.6,4865,1.325,4.266666666666667,0.0
tt0163978,6.241657696447796,The Beach,2000,119,6.210109283930739,7.666666666666667,5.1625,6.6,254015,5.4750000000000005,6.4,3.85
tt0163983,5.9267333049765805,Bless the Child,2000,107,5.889239164394731,5.5,5.1,5.1,15405,5.570833333333333,5.333333333333333,0.0
tt0164003,6.241657696447796,City of Ghosts,2002,116,6.087793273904871,7.25,7.25,5.9,5819,3.8354166666666667,6.4,6.222222222222221
tt0164052,6.241657696447796,Hollow Man,2000,112,5.466844032060816,7.4,5.9375,5.8,138504,6.788888888888888,6.4,3.5625
tt0164212,5.9267333049765805,Under Suspicion,2000,110,6.087793273904871,6.9,6.141666666666667,6.4,27648,7.055555555555556,6.4,6.683333333333334
tt0164334,6.241657696447796,Along Came a Spider,2001,104,6.046248860329191,5.35,5.550000000000001,6.4,95970,4.741666666666667,4.266666666666667,0.0
tt0164810,6.07405753968253,Pipe Dream,2001,91,6.135039325761426,6.1,6.1,6.1,1069,5.496666666666667,6.4,5.6000000000000005
tt0164961,5.9267333049765805,Vidocq,2001,98,5.952270439472831,4.9,5.888888888888889,6.4,23129,5.395238095238095,6.400000000000001,5.800000000000001
tt0165361,5.9267333049765805,Highway,2002,97,6.279076001984408,6.05,6.6,6.1,6823,6.089285714285714,4.266666666666667,6.833333333333333
tt0165832,6.241657696447796,Interstate 60,2002,116,6.129482636308872,7.6,7.6,7.6,36852,5.9750000000000005,6.4,7.050000000000001
tt0165929,5.9267333049765805,Romeo Must Die,2000,115,5.912751180508141,5.633333333333333,4.6611111111111105,6.1,73734,5.912962962962964,6.4,6.875
tt0165982,5.9267333049765805,Sinbad: Legend of the Seven Seas,2003,86,6.18666476073875,6.65,7.775,6.7,59533,6.616666666666666,6.4,5.311111111111111
tt0166158,6.087284583139267,Daddy and Them,2001,101,6.200684628620605,7.3,7.3,5.6,2553,6.779999999999999,6.4,6.922222222222222
tt0166276,6.410678531701892,Monkeybone,2001,93,5.918942474484245,7.050000000000001,4.8,4.8,19208,6.040476190476191,4.266666666666667,3.891666666666667
tt0166370,5.9267333049765805,Subconscious Cruelty,2000,92,5.4666755419276205,6.25,6.25,4.8,2089,4.8,6.3999999999999995,5.1
tt0166924,5.9267333049765805,Mulholland Drive,2001,147,5.975353964750085,7.35,7.35,7.9,384291,7.618055555555556,6.3999999999999995,7.2125
tt0167116,5.9267333049765805,Desert Saints,2002,88,5.94111691255414,6.05,6.025,6.0,3428,4.944444444444444,6.4,3.9555555555555557
tt0167190,6.410678531701892,Hellboy,2004,122,5.891002623015889,7.3,6.8500000000000005,6.8,350456,5.870833333333334,6.4,6.3055555555555545
tt0167203,5.9267333049765805,I Dreamed of Africa,2000,114,6.377269722091822,5.5,5.5,5.5,4895,6.276190476190477,6.400000000000001,6.783333333333333
tt0167260,6.241657696447796,The Lord of the Rings: The Return of the King,2003,201,6.078830725773462,5.3999999999999995,5.5874999999999995,9.0,1981683,6.225925925925926,6.4,4.395833333333333
tt0167261,6.241657696447796,The Lord of the Rings: The Two Towers,2002,179,6.078830725773462,5.3999999999999995,6.2299999999999995,8.8,1786101,6.799074074074075,6.4,4.395833333333333
tt0167456,5.9267333049765805,Thunderbirds,2004,95,5.954440542912142,6.4,5.311111111111112,4.3,14485,5.384375,3.2,7.477777777777777
tt0168446,6.042857142857144,Aberdeen,2000,106,6.387269902912586,4.433333333333334,5.766666666666667,7.1,3468,5.4125,6.3999999999999995,0.0
tt0168504,5.773359073359076,A Better Way to Die,2000,101,6.015708359369083,5.55,5.55,5.5,1758,5.207407407407407,6.4,5.925
tt0168629,5.9267333049765805,Dancer in the Dark,2000,140,6.259742745717557,7.075,7.070833333333334,7.9,116902,7.0,6.4,7.466666666666666
tt0168786,5.9267333049765805,Antwone Fisher,2002,120,6.572365257295033,7.25,6.699999999999999,7.3,38452,6.379166666666666,6.4,7.291666666666667
tt0168856,5.9267333049765805,A Fish Tale,2000,80,6.18666476073875,6.4,5.941666666666666,6.0,7340,5.158333333333333,5.12,2.2222222222222223
tt0169102,5.773359073359076,Lagaan: Once Upon a Time in India,2001,224,6.3262898506914675,7.35,7.625,8.1,120753,7.735714285714286,6.400000000000001,8.2
tt0170016,6.241657696447796,How the Grinch Stole Christmas,2000,104,5.967337571032085,8.2,6.416666666666667,6.3,291705,5.5,6.4,8.2
tt0171356,5.9267333049765805,Gun Shy,2000,101,6.14698691752636,5.6,5.6,5.6,7857,5.7481481481481485,6.4,6.933333333333334
tt0171359,5.9267333049765805,Hamlet,2000,112,6.11615900595087,6.0,6.55,5.9,9996,5.222619047619048,4.266666666666667,5.025
tt0171433,5.9267333049765805,Keeping the Faith,2000,128,6.219116184811813,7.7,6.625,6.4,53242,4.8100000000000005,5.12,7.2749999999999995
tt0171580,6.241657696447796,Nurse Betty,2000,110,6.190750452765813,4.7,6.55,6.3,36202,6.925,3.2,7.616666666666666
tt0172156,6.241657696447796,Bad Boys II,2003,147,6.015708359369083,5.8,6.196666666666667,6.6,267534,5.215624999999999,6.4,7.699999999999999
tt0172495,6.241657696447796,Gladiator,2000,155,6.078830725773462,8.25,7.63611111111111,8.5,1622575,7.388888888888889,6.4,7.4750000000000005
tt0172543,5.9267333049765805,He Died with a Felafel in His Hand,2001,107,6.135039325761426,3.5,5.25,7.0,4054,6.0,4.266666666666667,5.258333333333333
tt0172632,6.07405753968253,Joe Gould's Secret,2000,104,6.387269902912586,7.233333333333333,6.05,6.6,1646,5.891666666666667,5.333333333333333,6.986111111111111
tt0173716,6.410678531701892,Cecil B. Demented,2000,87,5.96340309104355,4.9,4.9,6.2,16663,3.8583333333333334,4.266666666666667,2.3666666666666667
tt0173840,6.410678531701892,Final Fantasy: The Spirits Within,2001,106,6.136012850203341,6.4,5.6875,6.4,84108,6.121428571428572,2.1333333333333333,6.408333333333334
tt0174336,5.9267333049765805,Whipped,2000,82,6.135039325761426,4.4,4.4,4.4,4389,2.7833333333333337,4.800000000000001,4.4
tt0175142,6.241657696447796,Scary Movie,2000,88,6.014099354328624,5.15,4.531944444444445,6.3,287058,5.261904761904762,6.400000000000001,6.066666666666666
tt0176783,5.9267333049765805,Gossip,2000,90,5.975353964750085,2.566666666666667,6.15,5.9,17566,3.3666666666666667,4.800000000000001,6.9
tt0177650,5.9267333049765805,Company Man,2000,86,6.014099354328624,5.316666666666666,5.316666666666666,5.2,2176,4.189583333333333,6.4,7.104166666666667
tt0177845,5.9267333049765805,Hotel Splendide,2000,98,6.014099354328624,6.2,6.2,6.2,1497,4.8374999999999995,4.800000000000001,7.15
tt0177858,6.087284583139267,In July,2000,99,6.085719101069419,7.475,7.475,7.6,22851,5.430555555555556,6.4,7.433333333333334
tt0177882,5.917443609022554,Kebab Connection,2004,96,6.044074091415083,6.65,7.101666666666667,6.6,5211,6.949999999999999,6.4,7.433333333333334
tt0178043,6.07405753968253,Stranger Than Fiction,2000,90,5.85966358603721,4.7,4.8500000000000005,6.2,1353,5.159375,6.400000000000001,6.8875
tt0178050,5.9267333049765805,Sunset Strip,2000,90,6.200684628620605,5.6,5.6,5.6,1827,6.223958333333334,6.4,5.574999999999999
tt0178642,5.9267333049765805,The Invisible Circus,2001,93,6.387269902912586,4.366666666666666,4.366666666666666,5.5,3186,4.3,6.3999999999999995,5.074999999999999
tt0179098,5.9267333049765805,Moonlight Mile,2002,117,6.321624600053407,6.699999999999999,6.699999999999999,6.6,14697,4.746428571428572,2.1333333333333333,7.033333333333333
tt0179443,6.410678531701892,Rancid Aluminum,2000,91,6.190750452765813,3.5,3.5,3.5,1114,6.095238095238095,6.400000000000001,4.325
tt0179473,5.9267333049765805,"South of Heaven, West of Hell",2000,131,6.040727974712108,6.533333333333334,4.977777777777778,4.2,1644,4.8314814814814815,0.0,2.575
tt0179626,5.9267333049765805,15 Minutes,2001,120,6.140098542230405,5.25,5.25,6.1,51956,5.679166666666667,6.4,6.364583333333334
tt0179861,5.9267333049765805,Icebreaker,2000,90,6.124706762817492,3.8,3.8,3.6,1314,4.714814814814815,0.0,3.6
tt0180093,6.241657696447796,Requiem for a Dream,2000,102,6.387269902912586,7.366666666666667,7.258333333333334,8.3,899695,4.044444444444444,4.571428571428571,7.158333333333333
tt0180679,5.916477272727274,Escanaba in da Moonlight,2001,91,5.918942474484245,7.3,6.775,6.3,1999,4.529999999999999,6.4,0.0
tt0180734,6.330769230769228,Hardball,2001,106,6.257297557739723,5.75,6.2125,6.4,33398,6.530555555555555,6.4,6.416666666666667
tt0180837,6.410678531701892,Bossa Nova,2000,95,6.219116184811813,7.0,6.3,6.3,1862,4.916666666666666,1.6,3.65
tt0181151,5.9267333049765805,What Planet Are You From?,2000,105,5.72146116928665,7.2,6.2,5.6,9850,7.083333333333333,4.800000000000001,4.833333333333333
tt0181536,5.9267333049765805,Finding Forrester,2000,136,6.387269902912586,6.85,7.074999999999999,7.3,89618,3.0593749999999997,6.4,4.716666666666666
tt0181739,6.410678531701892,Osmosis Jones,2001,95,6.136012850203341,6.275,6.175,6.3,38791,5.549999999999999,6.4,6.0875
tt0181836,5.9267333049765805,The Specials,2000,82,5.900009523896962,8.0,6.6,5.7,2529,5.020833333333333,4.800000000000001,3.5833333333333335
tt0181852,5.9267333049765805,Terminator 3: Rise of the Machines,2003,109,5.645483303483536,4.2,6.3,6.3,418805,6.026190476190476,6.400000000000001,2.6083333333333334
tt0181865,6.241657696447796,Traffic,2000,147,6.087793273904871,7.333333333333333,7.15,7.6,219919,7.349166666666666,6.4,3.5999999999999996
tt0181875,5.9267333049765805,Almost Famous,2000,122,6.129482636308872,7.4,7.4,7.9,293721,6.903333333333333,6.4,7.416666666666667
tt0181984,5.9267333049765805,Boiler Room,2000,120,6.087793273904871,6.666666666666667,6.666666666666667,7.0,56486,5.7898148148148145,6.4,7.420833333333333
tt0182000,5.9267333049765805,The Caveman's Valentine,2001,105,6.317857283765689,6.7,5.8,5.8,8133,3.945833333333333,6.400000000000001,4.125
tt0182295,6.087284583139267,Love's Labour's Lost,2000,93,6.163718294902236,6.5,6.8,5.9,4905,6.426666666666667,5.12,6.9
tt0182508,6.410678531701892,Urbania,2000,103,6.387269902912586,6.8,6.8,6.8,3163,3.734375,6.4,6.677777777777778
tt0183056,6.087284583139267,Esther Kahn,2000,157,6.321624600053407,6.85,6.849999999999999,6.7,1173,4.75,5.12,6.691666666666667
tt0183505,5.9267333049765805,"Me, Myself & Irene",2000,116,6.014099354328624,6.275,5.605555555555555,6.6,251430,6.759166666666667,6.4,6.561111111111111
tt0183659,6.410678531701892,Pollock,2000,122,6.572365257295033,6.85,6.9375,7.0,29645,6.709999999999999,5.12,6.6
tt0183790,6.241657696447796,A Knight's Tale,2001,132,6.035067190534009,6.85,6.85,7.0,201971,5.803571428571429,6.400000000000001,6.308333333333333
tt0183869,5.9267333049765805,Taxi 2,2000,88,6.015708359369083,6.233333333333333,6.4,6.5,59227,6.2444444444444445,6.4,6.31111111111111
tt0184791,6.410678531701892,O,2001,95,6.11615900595087,5.175000000000001,6.6,6.1,21930,5.7124999999999995,6.4,6.4750000000000005
tt0184894,6.241657696447796,Shanghai Noon,2000,110,5.954440542912142,5.8999999999999995,6.8,6.6,135333,6.620833333333334,6.4,6.855555555555555
tt0185014,5.9267333049765805,Wonder Boys,2000,107,6.200684628620605,6.85,7.375,7.2,66624,6.683333333333333,6.400000000000001,7.324999999999999
tt0185431,5.9267333049765805,Little Nicky,2000,90,5.918942474484245,5.3,5.3999999999999995,5.3,112626,5.066666666666666,6.4,6.295833333333333
tt0186151,5.9267333049765805,Frequency,2000,118,6.130572059186896,7.4,7.066666666666666,7.4,115841,5.9624999999999995,6.4,7.25
tt0186183,6.241657696447796,The Guilty,2000,108,6.087793273904871,5.699999999999999,6.883333333333333,6.1,3856,4.166666666666667,1.6,4.75
tt0186566,6.330769230769228,Space Cowboys,2000,130,5.851483364051199,8.1,5.341666666666667,6.5,86281,6.041666666666667,6.4,7.266666666666667
tt0186894,5.9267333049765805,Bounce,2000,106,6.321624600053407,6.8,6.8,5.8,21752,5.325,6.3999999999999995,7.666666666666666
tt0186975,5.9267333049765805,Down to You,2000,91,6.219116184811813,5.0,5.0,5.0,15737,4.156666666666666,6.4,6.2
tt0187078,6.241657696447796,Gone in 60 Seconds,2000,118,5.912751180508141,6.0,6.55,6.5,294943,5.908333333333333,6.4,7.2875
tt0187393,5.9267333049765805,The Patriot,2000,165,6.293845206219409,5.85,7.2,7.2,293754,5.961458333333334,6.4,6.3999999999999995
tt0187512,5.9267333049765805,She Gets What She Wants,2002,88,6.135039325761426,7.0,5.4,5.0,5842,5.13,5.12,6.360416666666667
tt0187696,6.241657696447796,Anatomy,2000,103,5.4073966534805855,4.233333333333333,5.083333333333334,6.0,14048,4.689285714285715,6.400000000000001,4.8999999999999995
tt0187738,6.330769230769228,Blade II,2002,117,5.466844032060816,7.3,6.75,6.7,234647,5.87962962962963,6.4,3.0875
tt0188055,5.9267333049765805,Mercy,2000,117,5.769395995668834,6.8,6.1,5.4,2340,2.2333333333333334,3.2,2.7777777777777772
tt0188128,6.07405753968253,Very Annie Mary,2001,104,6.1175877937562415,5.65,5.65,6.6,1343,5.136111111111112,4.800000000000001,7.449999999999999
tt0188453,5.9267333049765805,Birthday Girl,2001,93,5.96340309104355,7.425000000000001,6.5625,6.0,26348,5.8999999999999995,6.4,5.266666666666667
tt0189192,5.9267333049765805,Just Visiting,2001,88,5.941654533551298,5.7,5.95,5.7,20221,5.504761904761905,4.800000000000001,3.95
tt0189456,5.9267333049765805,Cut,2000,82,5.652409672378624,5.975,5.175000000000001,4.4,3766,5.635,4.571428571428571,2.211111111111111
tt0189541,6.07405753968253,Gabriela,2001,93,6.321624600053407,4.8,4.8,4.8,1604,4.2,3.2,2.4
tt0190332,6.330769230769228,"Crouching Tiger, Hidden Dragon",2000,120,6.078830725773462,7.9,7.425000000000001,7.9,281785,7.138888888888889,6.4,7.766666666666667
tt0190374,6.087284583139267,Dungeons & Dragons,2000,107,5.891002623015889,5.566666666666667,5.475,3.6,36284,4.220833333333333,6.4,6.2555555555555555
tt0190524,5.9267333049765805,Left Behind: The Movie,2000,96,6.024399706758284,6.1000000000000005,3.3766666666666665,4.3,10533,3.9437500000000005,6.4,4.370833333333334
tt0190590,5.9267333049765805,"O Brother, Where Art Thou?",2000,107,6.190750452765813,5.5125,4.958333333333333,7.7,331199,5.942592592592593,6.4,5.65
tt0190865,5.9267333049765805,Vertical Limit,2000,124,6.078830725773462,6.833333333333333,6.300000000000001,5.9,65394,6.387037037037037,6.4,6.195833333333334
tt0190938,5.917443609022554,Swindle,2002,93,6.140098542230405,5.199999999999999,5.199999999999999,5.3,1021,4.942857142857143,2.1333333333333333,5.3
tt0191074,6.087284583139267,New Best Friend,2002,91,5.975353964750085,5.2,6.2,5.2,3469,6.225,4.266666666666667,0.0
tt0191636,6.087284583139267,Widow of St. Pierre,2000,112,6.425123764376686,7.1,7.1,7.1,5734,4.058333333333334,6.4,7.1
tt0191754,6.241657696447796,28 Days,2000,103,6.200684628620605,5.9,6.166666666666667,6.1,54472,5.866666666666667,4.800000000000001,7.674999999999999
tt0191996,5.9267333049765805,Essex Boys,2000,102,6.140098542230405,6.0,6.583333333333334,6.0,4323,4.660714285714286,6.400000000000001,7.166666666666667
tt0192023,5.9267333049765805,Finder's Fee,2001,100,6.046248860329191,6.2,6.2,6.2,3321,6.541666666666667,6.400000000000001,3.1333333333333333
tt0192071,5.9267333049765805,Get Over It,2001,87,6.135039325761426,6.533333333333334,4.4,5.7,20040,5.751666666666667,6.4,5.575
tt0192111,5.9267333049765805,Head Over Heels,2001,86,6.034547608371574,6.35,5.691666666666667,5.4,15305,6.745833333333334,6.3999999999999995,6.725
tt0192255,5.9267333049765805,The Little Vampire,2000,95,6.021768590047263,7.3,5.991666666666667,5.7,11516,6.252380952380953,6.400000000000001,6.166666666666667
tt0192455,6.087284583139267,Picking Up the Pieces,2000,95,6.00292235000824,8.4,4.7,4.7,3924,3.6499999999999995,4.266666666666667,7.85
tt0192614,5.9267333049765805,The Skulls,2000,106,6.140098542230405,5.1,4.6,5.6,33724,4.011111111111111,6.4,5.625
tt0192731,5.9267333049765805,Urban Legends: Final Cut,2000,97,5.471564831403624,7.733333333333334,6.554166666666666,4.4,18975,3.975,6.4,6.116666666666667
