tconst,producer
tt1366687,"nm0515360,nm3305992,nm3285339"
tt13669038,"nm0306890,nm1250070,nm0000531"
tt1366981,"nm3312722,nm3311028,nm3312308"
tt13671922,"nm5852449,nm12322446,nm12801608"
tt13671954,nm6546398
tt13680520,"nm3076187,nm0255891,nm0309456,nm1378875"
tt1368068,"nm6366861,nm3285956"
tt1368116,nm3299334
tt1368439,"nm1995606,nm0653768"
tt1368440,"nm1972793,nm1856884"
tt1368443,"nm0092497,nm0118345"
tt1368491,"nm1659906,nm1085511"
tt13686748,"nm9787129,nm10237384"
tt1368858,"nm0174102,nm1058332"
tt1368864,"nm2215969,nm3311721,nm0752646"
tt1368870,"nm0048855,nm0565669"
tt13691036,"nm1499596,nm2964940"
tt13694628,"nm3020499,nm3961014,nm0997291,nm0615317"
tt13694706,"nm3975435,nm0444870,nm2775149"
tt1369571,"nm3275051,nm2035215"
tt13696296,"nm4731008,nm0490487,nm0498008"
tt1369647,"nm0112647,nm1372462"
tt1369667,"nm0036155,nm1725039,nm0774950,nm2317895"
tt1369706,"nm0088756,nm0542551,nm0546152,nm1051748"
tt13698928,nm0219966
tt13698942,"nm1358156,nm0601376,nm0614921"
tt13701962,"nm0230058,nm5292979,nm6999240,nm4549519"
tt1370212,nm0040313
tt13702796,"nm0053560,nm3701440,nm9321147,nm0764585"
tt1370429,"nm1355925,nm3305114"
tt1371111,"nm0036155,nm0384294,nm0878756,nm0905154"
tt1371117,nm0945991
tt1371150,"nm5170107,nm0506613,nm0918463"
tt1371155,"nm0439563,nm0941262"
tt1371160,nm0402516
tt1371574,nm0040313
tt1371585,nm0864775
tt1371630,"nm0466153,nm1116657"
tt1371631,nm0660227
tt13717596,"nm3351235,nm5584853,nm3634501"
tt13722764,"nm12365146,nm5042570,nm0761955"
tt1372301,"nm0194143,nm0430846"
tt13723064,"nm6363675,nm1260300,nm1840911"
tt13723562,"nm12183352,nm4284482"
tt1372686,"nm0000146,nm0517589,nm0848932,nm1507217"
tt1372689,"nm0012433,nm1206845,nm0717873"
tt1372747,"nm0205779,nm1252019,nm2508739,nm1718114"
tt13729220,"nm5102041,nm11064378"
tt13729232,nm0094751
tt1373120,nm3344655
tt1373156,"nm1027719,nm1032700"
tt1373215,"nm1147588,nm0816415"
tt13743656,"nm7910781,nm4482924,nm7992330"
tt1374989,"nm0124652,nm0572014,nm1003922,nm0000204"
tt1374990,"nm1776602,nm0216635,nm1417039,nm1417340"
tt1374992,"nm0529563,nm2185250,nm1417039,nm0889066"
tt13751694,"nm6358271,nm5934300,nm1024685,nm9227041"
tt1375666,"nm0634240,nm0858799"
tt1375669,"nm0392324,nm0632129"
tt1375670,"nm0316406,nm0001191"
tt1375789,"nm4353263,nm0851523"
tt13758250,nm6840279
tt13760814,"nm12197360,nm13071591"
tt13761148,nm1705524
tt13761284,nm7771095
tt1376168,"nm1335145,nm0928836"
tt1376195,"nm0275651,nm0373812,nm0932144"
tt1376213,"nm1776365,nm1028742,nm3882588,nm1353534"
tt1376233,"nm1699507,nm0922487"
tt1376709,"nm0074880,nm0914124"
tt1376717,nm1615036
tt1377278,"nm0411666,nm0997268,nm1346707,nm0644805"
tt13773770,nm5366411
tt13773882,"nm2633894,nm1024685,nm0474824,nm3462531"
tt13774454,"nm5405975,nm2760224,nm3743617"
tt13781128,nm8024591
tt13782052,nm1884129
tt13788842,"nm12208628,nm12208720"
tt1379177,nm1214083
tt1379182,nm3446304
tt1379222,"nm0162317,nm0321333"
tt1379228,nm3326934
tt13793230,"nm2724876,nm6905586,nm5939581,nm6845075"
tt13795296,"nm0996321,nm3045546,nm1024685,nm0409791"
tt13797216,"nm1020877,nm9765644,nm3880268,nm4170822"
tt13801462,nm12214041
tt1380151,"nm1519253,nm2308658,nm3894959"
tt1380201,"nm0375235,nm1803438,nm0783203"
tt13802376,"nm7538858,nm3601188,nm5323126,nm0996904"
tt13804084,"nm0471172,nm0603408"
tt13806164,"nm2783258,nm1713233,nm0585747"
tt1380784,nm1536261
tt1380799,"nm0228201,nm0473750,nm1868644"
tt1381404,"nm1291566,nm2250139,nm0000602"
tt1381413,"nm0125698,nm0170462,nm0227759,nm3416790"
tt1381418,"nm0413427,nm0414042,nm2726940,nm2726390"
tt1381505,"nm0053556,nm0116232,nm0416164,nm0006790"
tt1381508,"nm2403079,nm3677529,nm2728485,nm1792652"
tt1381512,"nm3537659,nm1514214,nm2388560,nm3520134"
tt13818368,"nm1893457,nm1780718,nm7162517,nm2870480"
tt13821562,nm0845306
tt13822738,"nm0022969,nm0022971"
tt1382339,"nm3342464,nm3344486,nm3342685"
tt13825336,"nm4726645,nm2399862,nm2402576,nm6587300"
tt1382695,"nm2613511,nm2115902"
tt1382725,nm0004347
tt13827606,nm4581124
tt13829262,"nm1393724,nm2983924,nm5360411"
tt13830148,"nm5699537,nm1492206,nm7423477,nm5719675"
tt13833688,"nm0004716,nm0206154,nm0359504"
tt13834480,"nm1749221,nm2732149,nm0800922"
tt13834788,"nm2856917,nm1233822"
tt13835046,nm0490375
tt1383607,"nm13755557,nm4249244"
tt13840536,"nm4236736,nm1427643,nm4491981,nm5656944"
tt13841850,"nm0531602,nm0716924"
tt13841874,"nm2138449,nm4153665,nm3005868,nm4252459"
tt13844126,"nm12232172,nm10831477"
tt13845438,nm0857054
tt13845652,nm0374386
tt13845660,nm3330041
tt13846402,nm3610404
tt13846542,nm9676174
tt13846546,nm1862600
tt13848804,"nm2946490,nm4036280,nm0055987,nm8667722"
tt13848958,"nm14504068,nm9754973"
tt1384927,"nm0307556,nm2812645,nm2628307"
tt13849558,"nm3629315,nm0164900,nm1569928,nm2724627"
tt1385543,"nm4469602,nm0005703,nm0759207"
tt13857556,"nm3275051,nm6461537"
tt1385824,"nm15609483,nm3011719"
tt1385826,"nm0140011,nm0352489,nm0601031,nm1079776"
tt1385867,"nm1480881,nm0686887,nm0846333"
tt1385912,"nm0134253,nm1347153"
tt13859494,nm9216110
tt13863334,"nm1068186,nm0225679,nm1837043,nm2453293"
tt1386486,"nm0471124,nm0483440,nm0759840"
tt1386588,"nm0189777,nm0002071,nm0570912,nm0588612"
tt1386683,"nm0321521,nm1626598"
tt1386691,"nm2250407,nm2259350"
tt1386697,"nm0746273,nm0837112"
tt1386703,"nm0003993,nm0605775"
tt1386741,nm0380547
tt1386925,"nm0285683,nm3350444"
tt1386932,"nm3013229,nm1595340,nm2260417"
tt13871094,"nm10749368,nm2090073,nm2141317"
tt13872248,nm5496884
tt13873302,"nm0182666,nm0466349"
tt13874422,"nm0347384,nm0389712,nm1103466,nm4499999"
tt13875460,nm12262487
tt13876280,nm6281092
tt13878694,"nm10619048,nm8346056,nm0969428"
tt13880104,"nm5221389,nm0917946"
tt13882736,nm1567931
tt1388359,"nm2113026,nm1546474,nm2176471"
tt1388402,"nm2247815,nm1304308,nm0162320,nm1389806"
tt1388411,nm1672485
tt1388418,"nm1287617,nm13257446"
tt1388427,"nm0326740,nm2027474"
tt1388441,nm1823427
tt13885320,"nm1055105,nm7619164,nm9142595"
tt13885428,"nm4980807,nm0474891,nm12251335,nm12857105"
tt13885592,"nm1410739,nm3064094"
tt13885642,nm10991552
tt13886392,"nm3351235,nm3634501"
tt13889602,"nm7722442,nm3959928,nm0673858,nm2228167"
tt1389072,"nm0425741,nm0668247,nm0852591"
tt1389096,"nm0454004,nm0524342,nm0742347,nm0851433"
tt1389098,"nm2042297,nm0244630,nm0244631,nm0863756"
tt1389127,"nm0415468,nm0000520"
tt1389137,"nm0001081,nm0798930,nm0948833"
tt1389139,"nm1088153,nm0790144"
tt13893190,"nm9547301,nm9547300"
tt13899250,"nm10816467,nm4367815,nm2791125,nm2791716"
tt13899570,"nm15522787,nm15522785"
tt1390398,"nm0064106,nm1496022,nm0425741"
tt1390405,nm0702455
tt1390411,"nm0004976,nm0000165,nm0005387,nm1049024"
tt13904644,"nm12259066,nm11858266,nm10584127"
tt1390535,nm0434086
tt1390539,"nm0122195,nm0235933,nm0235948,nm1126346"
tt1390851,nm1421119
tt1391034,"nm0163770,nm0295288,nm0490746,nm3359316"
tt1391116,"nm1660895,nm0392020"
tt1391137,"nm0134253,nm1347153"
tt13912632,nm1150959
tt13913068,nm1622255
tt13914000,"nm2472358,nm2024055"
tt1391579,nm2464484
tt13918550,"nm0164809,nm0271474,nm0300166,nm0412588"
tt13919696,nm4520191
tt13919802,"nm13046996,nm0474824,nm1025280"
tt13920920,nm3608988
tt13920988,nm7860267
tt1392170,"nm1749221,nm0453091"
tt1392190,"nm0004306,nm0593294,nm0900840"
tt1392197,nm0204862
tt1392214,"nm0204987,nm0424663,nm2221807,nm0467255"
tt13923084,"nm10110660,nm9946617,nm1222661,nm3078006"
tt13923216,"nm1965828,nm3346403,nm1507013"
tt13923456,"nm0001057,nm0800097,nm1923551"
tt13924926,"nm7124698,nm6649108"
tt13925862,nm6310391
tt1392744,nm0780098
tt13927994,"nm13138131,nm7872012"
tt1392888,nm0083639
tt13929998,"nm3108558,nm0004884,nm1181457"
tt1393000,"nm0104007,nm0184616,nm0506597,nm0552565"
tt1393020,nm0427827
tt13932162,"nm6229764,nm0783652,nm3782960,nm2277296"
tt13932304,nm0585747
tt13932410,"nm3016653,nm0407067"
tt1393742,"nm0156819,nm0731359,nm0741615"
tt1393746,"nm4376466,nm0359189,nm1234849,nm4376501"
tt13938338,"nm4775020,nm1822899"
tt1394383,"nm2948685,nm0656333,nm2948475,nm2948805"
tt13944546,nm12276992
tt13946146,"nm14982813,nm4319537,nm10008761,nm4319659"
tt1395025,"nm0451307,nm1803649"
tt1395054,"nm0438471,nm0438506,nm1583196"
tt13957560,"nm0318916,nm0753083,nm3267061"
tt1396208,"nm0474774,nm1150959"
tt1396218,nm0204862
tt1396219,"nm0225257,nm0565069,nm0568107"
tt1396221,"nm0239277,nm1680513"
tt1396226,"nm0144812,nm0785918"
tt13964404,"nm14022472,nm2738755,nm14022473,nm14022474"
tt1396484,"nm0334381,nm0441899,nm0498175,nm1469853"
tt1396523,"nm0047681,nm1023349,nm1433420,nm0490487"
tt1396557,"nm0375336,nm1047654,nm2038490,nm2403032"
tt13968674,"nm0000949,nm3318352,nm3649532,nm0881490"
tt1397176,nm0200648
tt13971916,nm1992632
tt1397280,nm0000108
tt1397498,"nm9090825,nm0161045,nm2425196,nm1934897"
tt1397511,"nm1117383,nm0062054,nm0939073"
tt1397514,"nm0004927,nm0165507,nm1246087"
tt13975458,"nm0298592,nm3241436"
tt13978306,"nm0314490,nm0345542,nm0833857"
tt13978520,"nm0042882,nm1911103,nm1602154,nm1447370"
tt13978658,nm4921260
tt1398426,"nm0023297,nm1303857,nm0236564,nm0336620"
tt1398428,nm1279748
tt13989030,"nm1102932,nm1404824,nm1404825,nm0807685"
tt13989310,"nm1004422,nm1024685,nm0474824"
tt13990280,nm3171281
tt1399053,nm1810880
tt1399103,"nm0117290,nm0220892,nm0225146,nm0006613"
tt1399655,"nm0637238,nm0956637"
tt1399683,"nm0534893,nm1367893"
tt1399952,"nm0094080,nm0577861,nm0734954"
tt14001894,"nm0000988,nm0648288"
tt14002046,"nm2039170,nm2057169"
tt1400515,nm1636259
tt14005338,"nm0006905,nm0818683"
tt1401113,nm0333076
tt1401143,"nm0044577,nm0690723,nm2849957,nm0427058"
tt1401152,"nm0325252,nm0739868,nm0005428"
tt1401236,"nm2963206,nm0257686,nm2213145,nm1698198"
tt14013772,"nm1528887,nm0252992,nm1262511"
tt14014068,"nm3291594,nm8080197,nm1624973,nm0629242"
tt1401636,"nm0335096,nm0639105,nm0774420"
tt1401643,"nm0318570,nm0439767,nm0439768"
tt1401672,nm0540365
tt14016830,"nm8733429,nm7771548,nm4893402,nm9419812"
tt14022026,"nm12312487,nm12312486"
tt1402488,"nm0587964,nm0004306,nm0593294"
tt14025788,"nm3042162,nm3041904"
tt14028890,"nm6749784,nm10027717,nm10027714,nm7987087"
tt1403047,"nm2097361,nm2118162"
tt14030682,"nm3161139,nm2527562,nm2527239,nm11785584"
tt14030816,"nm2670366,nm0739868"
tt1403085,"nm2370192,nm0514826,nm0955575"
tt1403130,"nm0151066,nm0399003,nm0401189"
tt14031338,nm2400555
tt1403144,"nm0148783,nm0906935"
tt1403177,"nm3481966,nm0000204,nm1964055,nm3420540"
tt1403214,"nm0090350,nm0750505,nm0782430"
tt14032336,"nm5657066,nm9128185,nm9128184"
tt1403241,nm0387541
tt14032696,"nm1852282,nm0948159"
tt14033342,"nm4301509,nm5605515,nm1729823,nm4153541"
tt14033502,nm1127536
tt14034614,nm0785918
tt14034966,nm3514441
tt14035108,nm0393254
tt14035154,nm8213222
tt14035242,"nm1108286,nm10177749"
tt14036276,nm3012041
tt14037272,nm0520401
tt1403862,"nm1406053,nm0523323,nm2869276"
tt1403865,"nm0001053,nm0001054,nm0748784"
tt14039086,"nm0020820,nm7011435,nm11649606,nm1187651"
tt14039582,nm6167249
tt1403981,"nm0257333,nm0651720"
tt1403988,"nm2918260,nm3214314,nm0630633,nm3271270"
tt1404082,"nm1457753,nm1133525"
tt14042066,"nm3310495,nm0438471,nm0438506,nm3045546"
tt14043966,"nm2098405,nm2442289,nm5472785,nm2447772"
tt14045080,nm15106201
tt14045614,"nm4500258,nm6294482"
tt1404702,nm0390635
tt1404830,nm1491304
tt14050808,nm1545712
tt1405365,"nm0625540,nm0865189,nm0865297"
tt1405412,"nm0352980,nm1191033"
tt1405500,"nm0090292,nm0355983,nm1347153"
tt14056670,"nm12498509,nm1562747"
tt14057604,"nm0333471,nm0353813,nm0358228,nm3357959"
tt1405809,"nm0090350,nm0345116,nm0547038"
tt1405810,nm0698271
tt14058484,"nm1995928,nm2686934,nm1094495,nm1276349"
tt14060094,"nm0192984,nm3159535,nm13070247,nm1217426"
tt14060232,"nm3794516,nm1488027,nm4491981,nm5656944"
tt14061008,nm2469821
tt1407049,nm0083583
tt1407052,"nm4762359,nm4384336,nm1189002,nm4021928"
tt1407061,"nm0153744,nm1406277,nm0001451"
tt1407065,"nm0172256,nm0552606"
tt1407084,"nm1231965,nm0241489,nm0276059,nm0577332"
tt14071150,"nm7062542,nm9879190"
tt14071272,nm12327711
tt14074470,nm1291493
tt14077516,"nm9294669,nm0005093,nm0455176,nm1442121"
tt14077696,"nm1879213,nm0783896,nm1086949"
tt14079218,"nm4861887,nm9801175,nm11918195,nm3404187"
tt1407927,"nm1979397,nm0540148,nm1160177"
tt14079374,"nm4861887,nm11918195,nm3404187,nm2416360"
tt1408101,"nm0009190,nm1333357,nm0476064,nm0511541"
tt1408253,"nm0023297,nm0108368,nm0001084,nm0655510"
tt14087490,"nm12335529,nm12335525,nm12335530,nm1221420"
tt14088510,"nm2900497,nm0465813,nm1573975"
tt1408972,nm3392109
tt1409004,nm0795883
tt1409024,"nm0531827,nm0662748"
tt14090476,"nm12336827,nm12336826,nm12336825,nm13670740"
tt14091152,"nm9208650,nm5824384"
tt14091818,"nm0424103,nm2118923"
tt14097180,"nm0074100,nm0005380,nm0825217,nm0947695"
tt14097206,"nm3334566,nm0002941,nm1597252"
tt14097376,nm14595516
tt1409836,nm3392730
tt14099334,"nm3788160,nm1803649"
tt14099796,nm0939309
tt1410051,nm0802551
tt1410063,nm0955411
tt1410261,nm3301531
tt1410272,nm3109814
tt1410295,"nm0103186,nm0103243,nm0239541,nm0504495"
tt14107554,"nm3844619,nm1803649,nm6481885"
tt14109724,"nm1021135,nm0079677,nm0271479,nm2773572"
tt14109994,"nm1650412,nm3527897,nm0831568"
tt14111652,"nm1856884,nm4977011,nm12475094,nm4309802"
tt14111726,"nm1959340,nm1995291"
tt14111734,"nm1323058,nm3885651,nm0807687"
tt14112080,"nm2497334,nm1249680,nm0000575,nm7975370"
tt1411232,"nm1867925,nm0621000,nm0716135"
tt1411238,"nm0166641,nm0575817,nm0718645"
tt1411250,"nm0004874,nm0276059"
tt1411276,nm0537164
tt1411277,"nm0676577,nm0692583,nm2424367,nm1532936"
tt14114802,"nm1878845,nm2770727,nm2967359"
tt1411664,"nm0184445,nm0233563,nm0316406,nm0001191"
tt1411697,"nm0325175,nm0680846"
tt1411704,"nm0408254,nm0577560"
tt14118046,"nm0016370,nm1837058,nm0998740,nm4928159"
tt1411956,nm0153051
tt14121726,"nm0645164,nm0780655"
tt14122288,"nm3608011,nm4226247,nm1760830"
tt1412386,"nm0110357,nm0194446"
tt14124080,"nm0077127,nm0706002"
tt1412442,"nm1699922,nm0915918,nm3398924"
tt1412528,"nm2950264,nm0199079,nm0506613,nm0574102"
tt14128670,"nm0462895,nm0688789"
tt14134070,nm0490375
tt1413489,"nm0087971,nm3407657"
tt1413492,"nm0000988,nm0524745,nm2590720,nm1053785"
tt1413495,"nm4207924,nm0483300,nm0586968,nm0623235"
tt1413496,"nm2100637,nm1557894"
tt1413527,"nm3171693,nm2116989"
tt1413529,"nm3792285,nm2899952"
tt14137346,nm12358780
tt14137416,"nm0143128,nm8640915,nm3394324"
tt14138650,"nm0000288,nm0178376,nm0971956,nm3120821"
tt14141184,nm4244515
tt1414361,"nm1547029,nm1079045,nm1073522"
tt1414378,"nm1653635,nm0371675"
tt1414382,"nm0275698,nm0833828,nm1383548"
tt1414449,"nm3050069,nm4710719,nm3957926,nm2973761"
tt14145426,nm3283541
tt14145436,"nm0225146,nm1680607"
tt1414581,"nm0594499,nm0644840,nm2518861"
tt14147224,"nm0310430,nm2220095,nm0342841,nm1075050"
tt14149544,nm0261533
tt14152140,"nm1017633,nm0451215,nm6180835"
tt1415283,"nm0079677,nm0233386,nm0271479"
tt1415290,"nm1865534,nm2379782,nm0166394,nm0556301"
tt14153080,"nm0103785,nm0463025,nm1114974,nm6073955"
tt14156154,"nm8412645,nm9793635"
tt14158346,"nm12005555,nm2501633,nm1834530,nm5462354"
tt14158554,nm0004152
tt14160834,"nm0169260,nm4109247,nm0938045"
tt1416336,"nm3092571,nm1869088"
tt14163772,nm0927137
tt14164234,nm0880854
tt14167424,"nm0424103,nm2118923"
tt1416801,"nm0179959,nm0615890,nm0717449,nm0742386"
tt14168118,"nm1023919,nm0053070,nm0576987,nm2910292"
tt14168394,nm4858446
tt1417067,"nm1636831,nm0059657,nm0463842,nm2793502"
tt1417101,nm3411644
tt1417299,"nm0352030,nm0352032,nm0780098"
tt14174168,"nm1143429,nm0797220"
tt14174940,"nm0064181,nm0099278,nm0834089"
tt1417582,"nm0602660,nm1008258"
tt1417592,"nm0001081,nm0193410,nm0278817,nm4056377"
tt14176094,"nm1547976,nm13159466,nm1367755,nm5920881"
tt14176542,"nm0327944,nm1142384"
tt14179942,"nm0140748,nm1449803,nm1839689,nm6702645"
tt14181816,"nm8844501,nm1935796,nm1085933,nm0628304"
tt14182646,nm10460937
tt14183118,nm9773104
tt1418377,"nm0454004,nm0524342,nm0556580,nm0742347"
tt1418646,nm0500428
tt1418712,"nm0656091,nm0662404"
tt1418754,"nm0509977,nm1798234,nm0894683,nm2377978"
tt1418760,"nm1616846,nm0540791"
tt14188930,nm9323239
tt14189076,"nm3616989,nm0090283,nm3525879"
tt1419318,"nm1096250,nm1427166"
tt14195192,"nm3159661,nm4921260"
tt14199258,nm12384313
tt14199590,"nm4709773,nm2491788"
tt14201576,"nm0175352,nm2383026,nm2782306"
tt1420558,nm3424418
tt1420771,nm0915026
tt14208870,"nm1065785,nm1069736,nm0000229"
tt14209560,nm6936085
tt14209916,"nm0006969,nm3929259,nm2583641,nm0520488"
tt1421036,nm1983400
tt1421046,"nm0251274,nm1539841,nm5242685"
tt1421048,"nm0114868,nm0121758,nm1360971"
tt1421051,"nm0113583,nm0178910,nm0001068"
tt14210720,"nm1366505,nm4013764,nm6507799"
tt14210958,nm0772751
tt1421361,"nm0169253,nm0194239,nm1811321,nm0817694"
tt1422020,nm1028107
tt1422032,nm0330270
tt1422119,"nm0619627,nm0123396"
tt1422122,"nm0146434,nm0612816,nm1412545,nm2738629"
tt1422136,nm2548860
tt1422184,"nm3424692,nm1959064,nm3424668"
tt14225838,"nm8640915,nm0308520"
tt1422674,"nm3517327,nm3414662,nm0406772"
tt1422675,"nm3517327,nm3414662,nm0406772"
tt14227048,"nm4652617,nm0004950,nm2302134,nm1860416"
tt1422800,"nm1739039,nm0584007,nm1729688"
tt1422811,nm0760754
tt14229154,nm0665951
tt14230388,"nm0027572,nm0206154,nm2262509"
tt14230458,"nm0347384,nm0487166,nm1103466,nm1297015"
tt14230846,"nm7129302,nm10855954"
tt1423592,nm2029519
tt1423894,nm0487190
tt1423922,nm2315188
tt1423939,"nm13755557,nm4249244"
tt1423953,"nm2122966,nm2873149,nm3804122,nm1871250"
tt1423961,"nm13755557,nm4249244"
tt1423995,"nm3450764,nm2028525,nm0927561"
tt1424003,"nm0045974,nm2366922,nm1673093,nm1050117"
tt1424310,"nm0000329,nm1707265,nm0719096,nm0876602"
tt1424327,"nm3921981,nm0057835,nm0248552,nm2287544"
tt1424361,nm1309628
tt1424381,"nm0042882,nm0204862,nm0001675"
tt1424431,"nm3501097,nm0526732,nm2376327"
tt1424432,"nm7188547,nm0079677,nm0271479,nm0310813"
tt14247286,"nm0157692,nm0224250,nm1210406,nm0820908"
tt1424797,nm0230859
tt1425253,nm0274685
tt1425257,"nm1622192,nm2382750,nm3126037"
tt14253138,"nm6499752,nm0194953,nm0325605,nm9645180"
tt14253846,nm2286343
tt1425624,"nm1400761,nm1400785"
tt1425922,"nm0394564,nm0415890,nm0630633,nm1488027"
tt1425928,"nm3432005,nm3431799"
tt1425933,"nm1313799,nm0999979,nm1397090"
tt14260080,"nm1027719,nm1032700"
tt1426320,"nm2082845,nm2900790"
tt1426329,"nm0548335,nm2251003,nm3967923,nm1209063"
tt1426352,"nm0169099,nm1486221"
tt1426361,"nm1189816,nm1356204,nm0952868"
tt1426362,"nm2931325,nm0779862,nm4844365"
tt1426363,"nm1697444,nm0448670,nm0524976"
tt1426374,"nm3418734,nm5305003"
tt1426378,nm0315842
tt14263856,nm1987276
tt14264844,"nm1243905,nm1684217"
tt14265992,"nm1149599,nm0204049,nm0268107,nm2119938"
tt14270702,"nm0020458,nm0578861"
tt14270848,"nm0053184,nm5068423"
tt1427298,"nm3385222,nm3420491,nm0396421,nm0396426"
tt14275050,nm1238272
tt14277840,nm0445588
tt14278088,nm5954636
tt14278792,"nm10107785,nm2751807"
tt14279982,nm5703199
tt1428453,nm0356867
tt1428459,"nm0424101,nm0424103"
tt1428538,"nm0002071,nm0004927,nm0570912,nm0582111"
tt1428556,"nm0930511,nm0465067,nm0955411"
tt14292086,nm3770661
tt1429313,"nm0087450,nm1159359,nm2379674"
tt1429392,"nm1424878,nm1724526"
tt1429429,"nm3035520,nm1118769"
tt1429430,nm2247998
tt14295590,"nm5548228,nm0012541,nm5548171,nm10087124"
tt14296268,"nm9002952,nm13469453"
tt14298328,"nm4148859,nm0628080,nm4105822"
tt1430070,"nm3302440,nm1436974,nm2900814,nm0790380"
tt1430077,"nm1729288,nm0199179,nm5050151,nm1726531"
tt14300912,"nm1513256,nm3285625,nm0864263"
tt1430132,"nm0404446,nm0795682"
tt14303882,"nm0205779,nm6908084,nm2486688"
tt1430607,"nm0520485,nm0670425,nm0791185,nm0819862"
tt1430612,"nm0000108,nm0529563,nm0889066"
tt1430615,"nm0079677,nm0271479,nm0326512,nm0837386"
tt1430626,"nm0516880,nm0520485,nm0819862"
tt14307536,nm1347153
tt14308636,"nm1033086,nm4062081"
tt14309446,"nm0357453,nm0366389,nm2609292"
tt1431045,"nm1334526,nm0005351,nm0795682"
tt1431065,nm4451383
tt1431122,"nm0438463,nm6215847,nm0712542"
tt1431181,nm0522946
tt14312358,"nm1951127,nm4195566"
tt1431246,nm3411644
tt1431326,nm0631642
tt1431342,nm0067323
tt14315500,nm2287973
tt14315566,"nm10625383,nm10598930"
tt14315584,nm5042410
tt14315756,nm0723464
tt14317880,"nm1330234,nm0478717,nm5897824,nm0371890"
tt1432078,"nm3005626,nm1764775,nm4179728"
tt14324296,"nm3838035,nm3476432,nm4722487,nm4669374"
tt14324650,"nm0471172,nm0603408"
tt14325028,"nm5511498,nm4436109"
tt14325118,"nm7402200,nm7402199"
tt14330236,"nm2295117,nm0000473,nm1482025,nm4375802"
tt1433108,"nm0311024,nm0323065,nm0787265,nm0854052"
tt1433207,"nm0330428,nm0787500,nm3050339"
tt1433528,nm1000499
tt1433540,"nm1420628,nm2847097,nm0851759"
tt1433562,"nm1064746,nm1700020"
tt1433810,"nm0451148,nm1444479"
tt1433811,"nm0394564,nm0509176,nm0385268"
tt1433813,nm0616880
tt1433816,"nm1409835,nm2902179"
tt1433822,"nm2670366,nm0739868,nm0005428"
tt1433905,nm0222426
tt14339846,"nm2400279,nm5136118,nm5591864,nm4800083"
tt1434423,"nm0155295,nm1284187,nm5124751,nm1234849"
tt1434435,"nm0711840,nm0764552,nm0827731,nm0936970"
tt1434443,"nm1400761,nm1400785"
tt1434447,nm0159147
tt14344992,nm12444444
tt14349032,"nm1823313,nm3432870"
tt14351082,"nm0762674,nm2053925"
tt1435513,"nm1240204,nm0069063,nm0003437,nm0193501"
tt14355860,"nm3054794,nm4758351"
tt1436034,"nm1789457,nm0656091,nm0662404"
tt1436045,"nm1549716,nm0535346,nm3607866,nm3160100"
tt14361314,nm4853227
tt14362112,nm0790116
tt1436372,"nm1349694,nm2235397,nm2234057,nm3573682"
tt1436481,"nm3455198,nm3455647"
tt1436559,nm1401827
tt1436562,"nm1512524,nm0232561"
tt1436568,"nm1706441,nm0471097,nm0627604"
tt1436572,"nm1365515,nm2267617,nm1597794,nm1414749"
tt14365790,"nm7014263,nm1474733"
tt14369276,"nm0015528,nm8847729"
tt14369286,nm0015528
tt14369296,nm0015528
tt14369780,"nm0110357,nm0194446,nm1992894,nm0548257"
tt14371878,"nm1841889,nm0366389,nm2458531,nm1334526"
tt1437212,"nm2385344,nm1583089"
tt1437357,nm0797461
tt1437358,nm0273327
tt1437361,nm0486627
tt1437366,"nm0200182,nm0439675"
tt14376344,"nm11089100,nm0270549,nm0424848,nm4323708"
tt1437849,nm0378591
tt14379088,"nm12542420,nm3000885,nm0905279"
tt1438173,"nm2988626,nm0271474,nm0357861,nm3247344"
tt1438176,"nm0006894,nm0742851"
tt1438216,"nm2666760,nm2096617,nm0792431"
tt1438251,"nm1017025,nm3438445,nm3459137"
tt1438254,nm0686887
tt1438298,"nm0080220,nm0780098"
