tconst,region,primaryTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0173716,AR,Cecil B. Demented,2000,87,"Comedy,Crime,Thriller",nm0000691,nm0000691,6.2,16663
tt0173840,AR,Final Fantasy: The Spirits Within,2001,106,"Action,Adventure,Animation","nm1012102,nm0756983","nm0756983,nm0718031,nm0899113,nm1804369",6.4,84108
tt0174336,AU,Whipped,2000,82,"Comedy,Romance",nm0169680,nm0169680,4.4,4389
tt0175142,AE,Scary Movie,2000,88,Comedy,nm0005540,"nm0005541,nm0294997,nm0424688,nm0915465,nm0783536,nm0064556",6.3,287058
tt0176783,AU,Gossip,2000,90,"Drama,Mystery,Thriller",nm0346550,"nm0201304,nm0714246",5.9,17566
tt0177650,AU,Company Man,2000,86,Comedy,"nm0569790,nm0039468","nm0569790,nm0039468",5.2,2176
tt0177845,AU,Hotel Splendide,2000,98,Comedy,nm0343503,nm0343503,6.2,1497
tt0177858,CA,In July,2000,99,"Adventure,Comedy,Romance",nm0015359,nm0015359,7.6,22851
tt0177882,DE,Kebab Connection,2004,96,"Action,Comedy,Romance",nm0766649,"nm0766649,nm0777978,nm0015359,nm0074217,nm0858399",6.6,5211
tt0178043,GB,Stranger Than Fiction,2000,90,"Comedy,Thriller",nm0112498,"nm0308260,nm0751442",6.2,1353
tt0178050,AU,Sunset Strip,2000,90,"Comedy,Drama",nm0172781,nm0214825,5.6,1827
tt0178642,AU,The Invisible Circus,2001,93,Drama,nm0111845,nm0111845,5.5,3186
tt0179098,AU,Moonlight Mile,2002,117,"Drama,Romance",nm0797869,nm0797869,6.6,14697
tt0179183,AU,Fortress 2: Re-Entry,2000,92,"Action,Sci-Fi",nm0614276,"nm0624639,nm0236474,nm0270686",4.5,7318
tt0179443,AR,Rancid Aluminum,2000,91,"Comedy,Crime,Drama",nm0858782,nm0369950,3.5,1114
tt0179473,AU,"South of Heaven, West of Hell",2000,131,"Drama,Western",nm0948267,"nm0271337,nm0948267,nm0077923",4.2,1644
tt0179626,AU,15 Minutes,2001,120,"Action,Crime,Drama",nm0381273,nm0381273,6.1,51956
tt0179861,AU,Icebreaker,2000,90,"Action,Drama",nm0316151,nm0316151,3.6,1314
tt0180093,AE,Requiem for a Dream,2000,102,Drama,nm0004716,"nm0004716,nm0782968",8.3,899695
tt0180679,US,Escanaba in da Moonlight,2001,91,"Comedy,Fantasy",nm0001099,"nm0764393,nm0001099",6.3,1999
tt0180734,AT,Hardball,2001,106,"Comedy,Drama,Sport",nm0005367,"nm0309691,nm0185359",6.4,33398
tt0180837,AR,Bossa Nova,2000,95,"Comedy,Drama,Romance",nm0000853,"nm0532409,nm0763117,nm0949540",6.3,1862
tt0181151,AU,What Planet Are You From?,2000,105,"Comedy,Sci-Fi",nm0001566,"nm0788009,nm0498775,nm0004412,nm0865847",5.6,9850
tt0181536,AU,Finding Forrester,2000,136,Drama,nm0001814,nm0723692,7.3,89618
tt0181739,AR,Osmosis Jones,2001,95,"Action,Adventure,Animation","nm0268380,nm0125803",nm0405190,6.3,38791
tt0181836,AU,The Specials,2000,82,"Action,Comedy,Fantasy",nm0563301,nm0348181,5.7,2529
tt0181852,AU,Terminator 3: Rise of the Machines,2003,109,"Action,Sci-Fi",nm0609236,"nm0104335,nm0274905,nm0093328",6.3,418805
tt0181865,AE,Traffic,2000,147,"Crime,Drama,Thriller",nm0001752,"nm0300866,nm0601881",7.6,219919
tt0181875,AU,Almost Famous,2000,122,"Adventure,Comedy,Drama",nm0001081,nm0001081,7.9,293721
tt0181984,AU,Boiler Room,2000,120,"Crime,Drama,Thriller",nm0950226,nm0950226,7.0,56486
tt0182000,AU,The Caveman's Valentine,2001,105,"Crime,Drama,Music",nm0501435,nm0205923,5.8,8133
tt0182295,CA,Love's Labour's Lost,2000,93,"Comedy,Musical,Romance",nm0000110,"nm0000110,nm0000636",5.9,4905
tt0182508,AR,Urbania,2000,103,Drama,nm0790398,"nm0790398,nm0718670",6.8,3163
tt0183056,CA,Esther Kahn,2000,157,"Drama,Romance",nm0221611,"nm0099802,nm0221611,nm0843378",6.7,1173
tt0183505,AU,"Me, Myself & Irene",2000,116,Comedy,"nm0268380,nm0125803","nm0268380,nm0125803,nm0148808",6.6,251430
tt0183659,AR,Pollock,2000,122,"Biography,Drama",nm0000438,"nm0619674,nm0256682,nm0808386,nm0193009",7.0,29645
tt0183790,AE,A Knight's Tale,2001,132,"Action,Adventure,Romance",nm0001338,nm0001338,7.0,201971
tt0183869,AU,Taxi 2,2000,88,"Action,Comedy,Crime",nm0470443,nm0000108,6.5,59227
tt0184791,AR,O,2001,95,"Drama,Romance,Thriller",nm0625789,"nm0433994,nm0000636",6.1,21930
tt0184894,AE,Shanghai Noon,2000,110,"Action,Adventure,Comedy",nm0223359,"nm0332184,nm0587692",6.6,135333
tt0185014,AU,Wonder Boys,2000,107,"Comedy,Drama",nm0000436,"nm0460141,nm0149290",7.2,66624
tt0185431,AU,Little Nicky,2000,90,"Comedy,Fantasy",nm0109359,"nm0001191,nm0109359,nm0379056",5.3,112626
tt0186151,AU,Frequency,2000,118,"Crime,Drama,Mystery",nm0387706,nm0256497,7.4,115841
tt0186183,AE,The Guilty,2000,108,"Crime,Drama,Thriller",nm0909026,"nm0121866,nm0204030",6.1,3856
tt0186566,AT,Space Cowboys,2000,130,"Action,Adventure,Thriller",nm0000142,"nm0458439,nm0442190",6.5,86281
tt0186894,AU,Bounce,2000,106,"Drama,Romance",nm0740400,nm0740400,5.8,21752
tt0186975,AU,Down to You,2000,91,"Comedy,Drama,Romance",nm0410640,nm0410640,5.0,15737
tt0187078,AE,Gone in 60 Seconds,2000,118,"Action,Crime,Thriller",nm0784061,"nm0355181,nm0003298",6.5,294943
tt0187393,AU,The Patriot,2000,165,"Action,Drama,History",nm0000386,nm0734441,7.2,293754
tt0187512,AU,She Gets What She Wants,2002,88,"Comedy,Romance",nm0563039,"nm0198938,nm0455214",5.0,5842
tt0187696,AE,Anatomy,2000,103,"Horror,Thriller",nm0752328,"nm1141289,nm0752328",6.0,14048
tt0187738,AT,Blade II,2002,117,"Action,Horror,Sci-Fi",nm0868219,"nm0170160,nm0938379,nm0275286",6.7,234647
tt0188055,AU,Mercy,2000,117,"Mystery,Thriller",nm0364578,"nm0512349,nm0364578",5.4,2340
tt0188128,GB,Very Annie Mary,2001,104,"Comedy,Musical",nm0837406,nm0837406,6.6,1343
tt0188453,AU,Birthday Girl,2001,93,"Comedy,Crime,Thriller",nm0125336,"nm0125336,nm0125358",6.0,26348
tt0189192,AU,Just Visiting,2001,88,"Adventure,Comedy,Fantasy",nm0688585,"nm0688585,nm0002010",5.7,20221
tt0189456,AU,Cut,2000,82,"Comedy,Horror,Mystery",nm0719320,"nm0483953,nm0912442",4.4,3766
tt0189541,GB,Gabriela,2001,93,"Drama,Romance",nm0589488,nm0589488,4.8,1604
tt0190332,AT,"Crouching Tiger, Hidden Dragon",2000,120,"Action,Adventure,Drama",nm0000487,"nm0238893,nm0874631,nm0770005,nm0910924",7.9,281785
tt0190374,CA,Dungeons & Dragons,2000,107,"Action,Adventure,Fantasy",nm0813309,"nm0510229,nm0142154",3.6,36284
tt0190524,AU,Left Behind: The Movie,2000,96,"Action,Drama,Fantasy",nm0765225,"nm0481542,nm0482510,nm0420874,nm0329123,nm0568416",4.3,10533
tt0190590,AU,"O Brother, Where Art Thou?",2000,107,"Comedy,Crime,Drama","nm0001054,nm0001053","nm0001054,nm0001053,nm0392955",7.7,331199
tt0190865,AU,Vertical Limit,2000,124,"Action,Adventure,Drama",nm0132709,"nm0455207,nm0371249",5.9,65394
tt0190938,DE,Swindle,2002,93,"Action,Crime,Drama",nm0059686,"nm0781709,nm0059686",5.3,1021
tt0191074,CA,New Best Friend,2002,91,"Drama,Mystery,Thriller",nm0165062,nm0835194,5.2,3469
tt0191397,AU,The Replacements,2000,118,"Comedy,Sport",nm0222043,nm0571706,6.6,69546
tt0191636,CA,Widow of St. Pierre,2000,112,"Drama,History,Romance",nm0496312,"nm0496312,nm0267064",7.1,5734
tt0191754,AE,28 Days,2000,103,"Comedy,Drama",nm0858525,nm0335666,6.1,54472
tt0191996,AU,Essex Boys,2000,102,"Action,Crime,Drama",nm0935528,"nm0935528,nm0691131",6.0,4323
tt0192023,AU,Finder's Fee,2001,100,"Drama,Thriller",nm0698251,"nm0698251,nm0347732",6.2,3321
tt0192071,AU,Get Over It,2001,87,"Comedy,Romance",nm0641373,nm0281592,5.7,20040
tt0192111,AU,Head Over Heels,2001,86,"Comedy,Mystery,Romance",nm0914132,"nm0214036,nm0833828,nm0120816,nm0452235",5.4,15305
tt0192255,AU,The Little Vampire,2000,95,"Adventure,Comedy,Family",nm0248942,"nm0814008,nm0456732,nm0933733",5.7,11516
tt0192455,CA,Picking Up the Pieces,2000,95,"Comedy,Crime,Fantasy",nm0000778,nm0006797,4.7,3924
tt0192614,AU,The Skulls,2000,106,"Action,Crime,Drama",nm0003418,nm0688282,5.6,33724
tt0192731,AU,Urban Legends: Final Cut,2000,97,"Horror,Mystery",nm0653211,"nm0090199,nm0220600",4.4,18975
tt0192949,AU,Stardom,2000,100,"Comedy,Drama",nm0000780,"nm0000780,nm0693017",5.7,1800
tt0193364,AU,The Order,2001,89,"Action,Adventure,Comedy",nm0504802,nm0002659,4.6,9368
tt0193741,FI,Badding,2000,103,"Biography,Comedy,Drama",nm0702522,"nm0702522,nm2613590,nm0582623",5.9,1388
tt0193854,AU,A Shot at Glory,2000,114,"Drama,Sport",nm0180912,nm0642137,6.2,2465
tt0194218,AU,Panic,2000,88,"Comedy,Crime,Drama",nm0111303,nm0111303,6.7,9050
tt0195234,AU,Saving Grace,2000,93,"Comedy,Crime",nm0170719,"nm0272401,nm0189596",6.9,19336
tt0195685,AE,Erin Brockovich,2000,131,"Biography,Drama",nm0001752,nm0335666,7.4,221724
tt0195714,AU,Final Destination,2000,98,"Horror,Thriller",nm0939128,"nm0604688,nm0939128,nm0714695",6.7,279894
tt0195945,AU,Next Friday,2000,98,Comedy,nm0139867,"nm0690770,nm0001084",6.1,44144
tt0196069,AR,Samsara,2001,138,"Adventure,Drama,Romance",nm0659023,"nm0659023,nm0048973",7.7,8254
tt0196106,AU,MVP: Most Valuable Primate,2000,93,"Comedy,Family,Sport",nm0898547,"nm0898547,nm0898534",4.2,2752
tt0196223,AT,The Right Temptation,2000,95,"Drama,Romance,Thriller",nm0160952,nm0104487,5.3,1300
tt0196229,AR,Zoolander,2001,90,Comedy,nm0001774,"nm0357453,nm0766153,nm0001774",6.5,292178
tt0196614,SE,Hjärta av sten,2000,79,"Action,Thriller",nm0613318,"nm0613318,nm0257777",3.5,1187
tt0196708,AU,Lockdown,2000,105,"Drama,Thriller",nm0525141,nm0926211,6.2,2735
tt0196723,IN,Forever Lulu,2000,99,"Drama,Romance",nm0443329,nm0443329,5.6,1462
tt0196811,BR,Olga,2004,141,"Biography,Drama,History",nm0598173,"nm1412474,nm0125632",6.5,3649
tt0197096,AU,What's Cooking?,2000,109,"Comedy,Drama,Romance",nm0149446,"nm0149446,nm0074488",6.8,2916
tt0197384,AU,Crime + Punishment in Suburbia,2000,100,"Drama,Thriller",nm0003343,nm0343419,5.8,3516
tt0197402,NO,Detector,2000,104,"Comedy,Drama",nm0413183,nm0517179,6.6,1446
tt0197750,ES,Paranoid,2000,93,"Crime,Horror,Thriller",nm0241090,nm0241090,3.9,2399
tt0198021,AU,Where the Heart Is,2000,120,"Comedy,Drama,Romance",nm0931285,"nm0304665,nm0504819",6.7,36389
